id,eventType,teamId,playerId,playerName,x,y,min,minAdded,isBlocked,isOnTarget,blockedX,blockedY,goalCrossedY,goalCrossedZ,expectedGoals,expectedGoalsOnTarget,shotType,situation,period,isOwnGoal,onGoalShot,firstName,lastName,teamColor,name,homeTeam,awayTeam,round,shortName
2442249835,AttemptSaved,9772,1137705,Enzo Fernandez,85.9235277731241,40.55357014653511,3,,True,True,93.2,38.200238096999996,35.9825,1.60526315,0.11129319667816162,,RightFoot,FreeKick,FirstHalf,False,"{'x': 0.47552910052910013, 'y': 0.424672791005291, 'zoomRatio': 1}",Enzo,Fernandez,#C00001,Benfica,Benfica,Arouca,1,
2442254001,Goal,9772,387499,Gilberto Junior,96.0263143160607,35.83000116348267,8,,False,True,,,35.525000000000006,1.2199999940000001,0.272293359041214,0.3334,Header,RegularPlay,FirstHalf,False,"{'x': 0.5965608465608451, 'y': 0.32275132116402117, 'zoomRatio': 1}",Gilberto,Junior,#C00001,Benfica,Benfica,Arouca,1,
2442258271,AttemptSaved,9772,300916,Joao Mário,98.4385950185607,36.89749941825867,14,,False,True,104.3362068966,34.1525,35.0675,0.9374736796,0.17877539992332458,0.0546,Header,RegularPlay,FirstHalf,False,"{'x': 0.7175925925925919, 'y': 0.24800890994708993, 'zoomRatio': 1}",Joao,Mário,#C00001,Benfica,Benfica,Arouca,1,
2442261411,Miss,9772,793066,David Neres,77.19175101133112,14.750827758628215,19,,False,False,,,42.46625,5.427586216,0.02903902530670166,,LeftFoot,FreeKick,FirstHalf,False,"{'x': 0, 'y': 0.6410850395393473, 'zoomRatio': 0.446478665288646}",David,Neres,#C00001,Benfica,Benfica,Arouca,1,
2442304599,AttemptSaved,158085,741103,Rafa Mujica,97.3771929818,34.22874941825867,20,,True,True,99.1140350876,34.305,34.4575,1.2199999940000001,0.3340981900691986,,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 0.8789682539682532, 'y': 0.32275132116402117, 'zoomRatio': 1}",Rafa,Mujica,#106098,Arouca,Benfica,Arouca,1,
2443602497,Miss,9772,1137705,Enzo Fernandez,75.84028954553443,42.697500882148745,23,,False,False,,,25.8228125,6.270482770400001,0.0264,,RightFoot,RegularPlay,FirstHalf,False,"{'x': 1.883183898396414, 'y': 0.6772486772486772, 'zoomRatio': 0.4082620260252617}",Enzo,Fernandez,#C00001,Benfica,Benfica,Arouca,1,
2443606317,Miss,9772,300916,Joao Mário,78.65582352553443,41.05785778423244,25,,False,False,,,36.36375,4.0980689704,0.0297,,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 0.6093656372283287, 'y': 0.6772486772486772, 'zoomRatio': 0.6246844595566009}",Joao,Mário,#C00001,Benfica,Benfica,Arouca,1,
2442271097,AttemptSaved,9772,793066,David Neres,91.0999984741211,24.839999470556435,32,,True,True,92.7,25.7071875,36.745000000000005,0.5329473658000001,0.07228845357894897,,RightFoot,RegularPlay,FirstHalf,False,"{'x': 0.2738095238095226, 'y': 0.14099136661375664, 'zoomRatio': 1}",David,Neres,#C00001,Benfica,Benfica,Arouca,1,
2442273631,Miss,9772,1053838,Morato,100.16379455075413,38.368333335,35,,False,False,,,42.00375,3.6201379344000006,0.16364026069641113,,Header,FromCorner,FirstHalf,False,"{'x': 0, 'y': 0.45230522372637855, 'zoomRatio': 0.4722786193971578}",,Morato,#C00001,Benfica,Benfica,Arouca,1,
2442277115,Post,9772,940087,Goncalo Ramos,97.7631593665393,34.07624883651734,42,,False,False,,,36.440000000000005,2.476,0.17952948808670044,,Header,RegularPlay,FirstHalf,False,"{'x': 0.3544973544973533, 'y': 0.655026455026455, 'zoomRatio': 1}",Goncalo,Ramos,#C00001,Benfica,Benfica,Arouca,1,
2442277139,Goal,9772,477023,Rafa Silva,102.72413648424586,36.2875,42,,False,True,,,35.75375,0.3659999982,0.7176198959350586,0.9513,Header,RegularPlay,FirstHalf,False,"{'x': 0.5360449735449745, 'y': 0.09682539634920634, 'zoomRatio': 1}",Rafa,Silva,#C00001,Benfica,Benfica,Arouca,1,
2442280259,Miss,9772,288406,Alex Grimaldo,85.81617647,47.433887485374264,45,4.0,False,False,,,38.200238096999996,1.9648420956000001,0.0544717013835907,,LeftFoot,FreeKick,FirstHalf,False,"{'x': 0, 'y': 0.46779302749607954, 'zoomRatio': 0.8999489821064788}",Alex,Grimaldo,#C00001,Benfica,Benfica,Arouca,1,
2442281843,Goal,9772,1137705,Enzo Fernandez,91.0,37.86404890346489,45,6.0,False,True,,,34.22875,0.1219999994,0.06864628195762634,0.033,RightFoot,RegularPlay,FirstHalf,False,"{'x': 0.9394841269841275, 'y': 0.032275132116402115, 'zoomRatio': 1}",Enzo,Fernandez,#C00001,Benfica,Benfica,Arouca,1,
2442291871,Miss,9772,940087,Goncalo Ramos,96.50877045656071,30.568749999999998,49,,False,False,,,27.698571428000005,1.2456842044,0.17252439260482788,,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 2, 'y': 0.19768282543661939, 'zoomRatio': 0.5998639763681837}",Goncalo,Ramos,#C00001,Benfica,Benfica,Arouca,1,
2442295541,AttemptSaved,158085,1248736,Antony,84.28689148553444,24.955625,59,,False,True,104.051724138,32.3225,33.00875,1.4254736772,0.01459658145904541,0.0562,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.26223544973545, 'y': 0.3771094384126984, 'zoomRatio': 1}",,Antony,#106098,Arouca,Benfica,Arouca,1,
2442297115,Miss,9772,566644,Chiquinho,93.4000015258789,42.35062455892563,65,,False,False,,,34.4575,3.9764137976,0.09340378642082214,,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.9220802246415403, 'y': 0.6772486772486772, 'zoomRatio': 0.6437961767321879}",,Chiquinho,#C00001,Benfica,Benfica,Arouca,1,
2442298509,AttemptSaved,9772,566644,Chiquinho,91.5,42.7553125,67,,True,True,94.5789473669,43.790573243599994,31.1025,1.6951578864,0.05955740809440613,,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.7665343915343916, 'y': 0.4484544673015873, 'zoomRatio': 1}",,Chiquinho,#C00001,Benfica,Benfica,Arouca,1,
2442299793,Miss,9772,288406,Alex Grimaldo,79.55679783606556,44.63133971337427,69,,False,False,,,25.649375000000003,0.1797894728,0.025821328163146973,,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 2, 'y': 0.0215300618576454, 'zoomRatio': 0.4526607289873516}",Alex,Grimaldo,#C00001,Benfica,Benfica,Arouca,1,
2442301857,Miss,9772,521421,Julian Weigl,85.81617647,29.211428570000002,73,,False,False,,,10.363601901800001,0.9824210478000001,0.02975425124168396,,RightFoot,RegularPlay,SecondHalf,False,"{'x': 2, 'y': 0.04156390680671499, 'zoomRatio': 0.15992284375544774}",Julian,Weigl,#C00001,Benfica,Benfica,Arouca,1,
2442302319,AttemptSaved,9772,1053838,Morato,82.4849514568,47.71413798622574,75,,False,True,103.8620689656,35.220000000000006,36.97375,0.20547368320000003,0.026660114526748657,0.2418,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 0.21329365079365015, 'y': 0.05435811724867726, 'zoomRatio': 1}",,Morato,#C00001,Benfica,Benfica,Arouca,1,
2442302529,Miss,9772,643690,Roman Yaremchuk,91.0999984741211,37.768000091552736,76,,False,False,,,41.7146875,2.551,0.05693334341049194,,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 0, 'y': 0.33066796289545125, 'zoomRatio': 0.4899744804958078}",Roman,Yaremchuk,#C00001,Benfica,Benfica,Arouca,1,
2442303475,Goal,9772,477023,Rafa Silva,97.7631593665393,31.10250058174133,86,,False,True,,,33.2375,0.9374736796,0.3673858642578125,0.322,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.2017195767195774, 'y': 0.24800890994708993, 'zoomRatio': 1}",Rafa,Silva,#C00001,Benfica,Benfica,Arouca,1,
2442303657,AttemptSaved,158085,866504,Moses Yaw,75.38980239026887,38.78857143,88,,False,True,103.8620689656,34.305,34.1525,0.7705263120000001,0.017815083265304565,0.0119,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.9596560846560838, 'y': 0.2038429396825397, 'zoomRatio': 1}",Moses,Yaw,#106098,Arouca,Benfica,Arouca,1,
2442303719,AttemptSaved,9772,288406,Alex Grimaldo,91.4000015258789,42.697500882148745,88,,True,True,96.8947368413,39.545000001,34.915000000000006,1.2199999940000001,0.07559782266616821,,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 0.7579365079365064, 'y': 0.32275132116402117, 'zoomRatio': 1}",Alex,Grimaldo,#C00001,Benfica,Benfica,Arouca,1,
2442303803,Miss,9772,1137705,Enzo Fernandez,78.09271672953443,41.94593661785126,89,,False,False,,,35.75375,5.5492413888000005,0.020986199378967285,,RightFoot,FromCorner,SecondHalf,False,"{'x': 0.7859662637631798, 'y': 0.6772486772486772, 'zoomRatio': 0.46132431816118724}",Enzo,Fernandez,#C00001,Benfica,Benfica,Arouca,1,
2442566593,AttemptSaved,7841,816235,Andre Pereira,87.426470588,29.295474906535112,9,,True,True,93.5,31.636249999999997,37.50750000000001,1.2199999940000001,0.03918510675430298,,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 0.0720899470899452, 'y': 0.32275132116402117, 'zoomRatio': 1}",Andre,Pereira,#015F24,Rio Ave,Rio Ave,Vizela,1,
2442569391,Miss,7841,993805,Miguel Nobrega,96.4122807008,37.431250000000006,10,,False,False,,,40.46952381,0.5329473658000001,0.059126585721969604,,Header,FromCorner,FirstHalf,False,"{'x': 1.1102230246251565e-16, 'y': 0.08237814427334184, 'zoomRatio': 0.5842779331234892}",Miguel,Nobrega,#015F24,Rio Ave,Rio Ave,Vizela,1,
2442573819,AttemptSaved,4531,1239771,Kiko,95.4473684198,46.24280147501287,12,,False,True,103.2931034484,36.51625,30.568749999999998,0.0385263156,0.07755613327026367,0.7855,LeftFoot,FastBreak,FirstHalf,False,"{'x': 1.9077380952380967, 'y': 0.010192146984126984, 'zoomRatio': 1}",,Kiko,#0868B0,Vizela,Rio Ave,Vizela,1,
2442582487,AttemptSaved,4531,1393417,Monsuru Opeyemi,93.80000305175781,29.631666665,17,,False,True,94.38596491070001,28.707142856,33.92375,0.7319999964,0.11762407422065735,0.1202,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 1.0201719576719581, 'y': 0.19365079269841268, 'zoomRatio': 1}",Monsuru,Opeyemi,#0868B0,Vizela,Rio Ave,Vizela,1,
2442593851,AttemptSaved,7841,844440,Paulo Vitor,86.03087907624823,48.69503077551287,30,,True,True,89.5,46.312866238400005,34.68625,1.2199999940000001,0.027981817722320557,,RightFoot,RegularPlay,FirstHalf,False,"{'x': 0.8184523809523807, 'y': 0.32275132116402117, 'zoomRatio': 1}",Paulo,Vitor,#015F24,Rio Ave,Rio Ave,Vizela,1,
2442598649,AttemptSaved,4531,540414,Bruno Wilson,98.8245614033,37.507498836517335,35,,False,True,103.577586207,35.6775,33.39,2.1959999892,0.07238420844078064,0.1612,OtherBodyParts,FromCorner,FirstHalf,False,"{'x': 1.1613756613756612, 'y': 0.5809523780952381, 'zoomRatio': 1}",Bruno,Wilson,#0868B0,Vizela,Rio Ave,Vizela,1,
2442652011,AttemptSaved,7841,844440,Paulo Vitor,79.89465675826887,52.1281528653,47,,True,True,89.8,45.1918471296,33.31375,1.2199999940000001,0.025598585605621338,,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.1815476190476193, 'y': 0.32275132116402117, 'zoomRatio': 1}",Paulo,Vitor,#015F24,Rio Ave,Rio Ave,Vizela,1,
2442653155,Miss,7841,776584,Pedro Amaral,77.19175101133112,46.38293207087426,47,,False,False,,,31.1025,6.513793116,0.0074186623096466064,,LeftFoot,FromCorner,SecondHalf,False,"{'x': 1.301257348426975, 'y': 0.6772486772486772, 'zoomRatio': 0.3930121749970543}",Pedro,Amaral,#015F24,Rio Ave,Rio Ave,Vizela,1,
2442662179,Post,4531,667952,Samu,93.69999694824219,36.21125116348267,53,,False,False,,,31.78875,2.497,0.23095694184303284,,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.5849867724867723, 'y': 0.6605820105820105, 'zoomRatio': 1}",,Samu,#0868B0,Vizela,Rio Ave,Vizela,1,
2442666613,Miss,7841,767713,Guga,78.99369104006556,52.1281528653,55,,False,False,,,21.897324844499998,0.7127368386,0.026503711938858032,,RightFoot,RegularPlay,SecondHalf,False,"{'x': 2, 'y': 0.0588908509434875, 'zoomRatio': 0.3123276425610909}",,Guga,#015F24,Rio Ave,Rio Ave,Vizela,1,
2442668221,Miss,4531,442593,Kiki Afonso,76.51601598226887,37.708000091552734,56,,False,False,,,42.9865625,2.0483157794,0.02628752589225769,,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 0, 'y': 0.2279309557352993, 'zoomRatio': 0.4206280210035819}",Kiki,Afonso,#0868B0,Vizela,Rio Ave,Vizela,1,
2442683603,AttemptSaved,4531,936528,Alex Mendez,90.80000305175781,37.05,66,,False,True,103.6724137932,34.1525,35.448750000000004,0.0385263156,0.11914816498756409,0.1119,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 0.6167328042328032, 'y': 0.010192146984126984, 'zoomRatio': 1}",Alex,Mendez,#0868B0,Vizela,Rio Ave,Vizela,1,
2442683629,Goal,4531,1188608,Nuno Moreira,99.2105277880393,37.719999908447264,66,,False,True,,,35.6775,0.2439999988,0.36528629064559937,0.7865,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.5562169312169307, 'y': 0.06455026423280423, 'zoomRatio': 1}",Nuno,Moreira,#0868B0,Vizela,Rio Ave,Vizela,1,
2442688245,Miss,7841,1288115,Fabio Ronaldo,83.94903256333113,42.1771875,71,,False,False,,,23.088407647599997,6.270482770400001,0.031172454357147217,,RightFoot,RegularPlay,SecondHalf,False,"{'x': 2, 'y': 0.574662484437554, 'zoomRatio': 0.34642056612100147}",Fabio,Ronaldo,#015F24,Rio Ave,Rio Ave,Vizela,1,
2442691035,Miss,4531,1188588,Alejandro Alvarado,100.63793248175413,28.959286354232447,75,,False,False,97.3771929818,67.08170616059999,68.0,0.2696842092,0.1568634808063507,,Header,RegularPlay,SecondHalf,False,"{'x': 0, 'y': 0.007931888505882353, 'zoomRatio': 0.11117647058823531}",Alejandro,Alvarado,#0868B0,Vizela,Rio Ave,Vizela,1,
2442694307,AttemptSaved,4531,500934,Raphael Guzzo,97.0877163528214,43.160000529443565,79,,True,True,98.6315789471,42.119375,36.821250000000006,1.2199999940000001,0.039512693881988525,,RightFoot,SetPiece,SecondHalf,False,"{'x': 0.2536375661375645, 'y': 0.32275132116402117, 'zoomRatio': 1}",Raphael,Guzzo,#0868B0,Vizela,Rio Ave,Vizela,1,
2442693997,AttemptSaved,4531,835457,Francis Cann,96.4122807008,49.255542468087135,80,,False,True,103.577586207,37.27875,32.39875,0.0834736838,0.0399019718170166,0.1743,LeftFoot,FromCorner,SecondHalf,False,"{'x': 1.4236111111111112, 'y': 0.02208298513227513, 'zoomRatio': 1}",Francis,Cann,#0868B0,Vizela,Rio Ave,Vizela,1,
2442698375,AttemptSaved,4531,1188588,Alejandro Alvarado,98.5350847743214,30.30400018310547,86,,False,True,101.206896552,31.78875,35.9825,0.6934736808,0.22318735718727112,0.8775,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 0.47552910052910013, 'y': 0.18345864571428572, 'zoomRatio': 1}",Alejandro,Alvarado,#0868B0,Vizela,Rio Ave,Vizela,1,
2442704787,Miss,4531,1108884,Diego Rosa,69.75873443026887,20.7763057357,90,5.0,False,False,,,22.808152870399997,6.7571034616,0.00943148136138916,,RightFoot,RegularPlay,SecondHalf,False,"{'x': 2, 'y': 0.6037523014167097, 'zoomRatio': 0.3377458569821527}",Diego,Rosa,#0868B0,Vizela,Rio Ave,Vizela,1,
2442737553,Miss,1634,1093297,Álex Millán,85.60147386375178,42.1771875,7,,False,False,102.06034482780001,30.22,27.110238095,0.44305262940000006,0.03846883773803711,,RightFoot,RegularPlay,FirstHalf,False,"{'x': 2, 'y': 0.06430594199176468, 'zoomRatio': 0.5486401492708768}",Álex,Millán,#0050A8,Famalicao,Estoril,Famalicao,1,
2442738827,Miss,7842,935041,Joao Carlos,90.69999694824219,41.48343705892563,8,,False,False,,,30.22,5.5492413888000005,0.06902894377708435,,RightFoot,RegularPlay,FirstHalf,False,"{'x': 1.4613243181611875, 'y': 0.6772486772486772, 'zoomRatio': 0.46132431816118724}",Joao,Carlos,#0858A0,Estoril,Estoril,Famalicao,1,
2442744125,Miss,1634,159598,Rui Fonte,96.79824708553929,28.286906043464892,13,,False,False,,,24.699872616500002,6.8787586344000005,0.09381082653999329,,Header,SetPiece,FirstHalf,False,"{'x': 1.9156447120009994, 'y': 0.6772486772486772, 'zoomRatio': 0.372160172505209}",Rui,Fonte,#0050A8,Famalicao,Estoril,Famalicao,1,
2442745383,AttemptSaved,7842,1285144,Goncalo Esteves,86.13823856975176,25.53375,14,,False,True,102.9137931036,32.474999999999994,33.8475,1.8685263066000002,0.04946663975715637,0.0404,RightFoot,RegularPlay,FirstHalf,False,"{'x': 1.0403439153439162, 'y': 0.49431912873015876, 'zoomRatio': 1}",Goncalo,Esteves,#0858A0,Estoril,Estoril,Famalicao,1,
2442751129,Goal,7842,522640,Chico Geraldes,97.8596491223,35.37249941825867,20,,False,True,,,37.431250000000006,0.6099999970000001,0.5543957352638245,0.927,RightFoot,RegularPlay,FirstHalf,False,"{'x': 0.09226190476190332, 'y': 0.16137566058201058, 'zoomRatio': 1}",Chico,Geraldes,#0858A0,Estoril,Estoril,Famalicao,1,
2442759341,AttemptSaved,1634,1334534,Junior Kadile,78.43058424406556,45.54216453201287,29,,False,True,102.629310345,35.0675,32.551249999999996,0.5714736814000001,0.033166855573654175,0.0672,RightFoot,RegularPlay,FirstHalf,False,"{'x': 1.3832671957671967, 'y': 0.15118351359788362, 'zoomRatio': 1}",Junior,Kadile,#0050A8,Famalicao,Estoril,Famalicao,1,
2442767133,AttemptSaved,1634,1334534,Junior Kadile,83.16067789353444,51.4275159223,37,,True,True,87.85588235280001,48.06445859590001,34.533750000000005,1.2199999940000001,0.01804444193840027,,RightFoot,RegularPlay,FirstHalf,False,"{'x': 0.8587962962962951, 'y': 0.32275132116402117, 'zoomRatio': 1}",Junior,Kadile,#0050A8,Famalicao,Estoril,Famalicao,1,
2442772587,Miss,7842,1072317,Tiago Gouveia,85.17206046087588,22.73808864155643,42,,False,False,,,42.9865625,1.6951578864,0.04053318500518799,,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 0, 'y': 0.18863251509128218, 'zoomRatio': 0.4206280210035819}",Tiago,Gouveia,#0858A0,Estoril,Estoril,Famalicao,1,
2442774189,Miss,7842,689051,Arthur,84.39951112626888,18.043821925271782,44,,False,False,,,35.60125,3.6201379344000006,0.03931078314781189,,RightFoot,FreeKick,FirstHalf,False,"{'x': 0.7004411256986594, 'y': 0.6772486772486772, 'zoomRatio': 0.7071553753998859}",,Arthur,#0858A0,Estoril,Estoril,Famalicao,1,
2442774891,Goal,7842,689051,Arthur,98.92105115906071,32.780001163482666,45,0.0,False,True,,,33.31375,0.20547368320000003,0.9179383516311646,0.9197,RightFoot,RegularPlay,FirstHalf,False,"{'x': 1.1815476190476193, 'y': 0.05435811724867726, 'zoomRatio': 1}",,Arthur,#0858A0,Estoril,Estoril,Famalicao,1,
2442791491,AttemptSaved,1634,97509,Andre Simoes,80.00728499133112,29.463570785767555,49,,False,True,103.4827586208,33.61875,31.48375,1.7850526228,0.025115936994552612,0.305,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.665674603174603, 'y': 0.4722361435978836, 'zoomRatio': 1}",Andre,Simoes,#0050A8,Famalicao,Estoril,Famalicao,1,
2442794113,AttemptSaved,1634,1093297,Álex Millán,94.0,34.0,52,,False,True,104.71551724140001,34.1525,32.39875,0.160526315,0.7884,0.9746,RightFoot,Penalty,SecondHalf,False,"{'x': 1.4236111111111112, 'y': 0.042467279100529096, 'zoomRatio': 1}",Álex,Millán,#0050A8,Famalicao,Estoril,Famalicao,1,
2442794141,Miss,1634,1334534,Junior Kadile,101.39654883049172,26.227500441074373,52,,False,False,,,27.53047619,2.7685517248,0.16274777054786682,,RightFoot,SetPiece,SecondHalf,False,"{'x': 2, 'y': 0.4279374813522791, 'zoomRatio': 0.5842779331234892}",Junior,Kadile,#0050A8,Famalicao,Estoril,Famalicao,1,
2442798203,Miss,1634,1186780,Alexandre Penetra,74.93932382733112,36.74499883651734,57,,False,False,,,35.220000000000006,6.270482770400001,0.007379978895187378,,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 0.8682328910712112, 'y': 0.6772486772486772, 'zoomRatio': 0.4082620260252617}",Alexandre,Penetra,#0050A8,Famalicao,Estoril,Famalicao,1,
2442798839,AttemptSaved,1634,776583,Heri,89.69999694824219,42.697500882148745,58,,False,True,103.6724137932,34.533750000000005,34.07625,0.2439999988,0.05355978012084961,0.0236,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.9798280423280419, 'y': 0.06455026423280423, 'zoomRatio': 1}",,Heri,#0050A8,Famalicao,Estoril,Famalicao,1,
